,MEblack,MEblack_p,MEblue,MEblue_p,MEgreen,MEgreen_p,MEturquoise,MEturquoise_p,MEred,MEred_p,MEbrown,MEbrown_p,MEyellow,MEyellow_p,MEgrey,MEgrey_p,module_colors
g18054,-0.402866955,0.070180223,-0.92724514,1.52E-09,0.384080518,0.085623353,0.965468169,1.48E-12,-0.120969214,0.601439995,-0.545032864,0.010615897,-0.076106142,0.74300066,0.088390713,0.703202224,turquoise
ttc4,-0.416855185,0.060119608,-0.87633186,1.91E-07,0.67853651,0.000721325,0.965466719,1.49E-12,-0.067771811,0.77037238,-0.322958035,0.153304649,0.073417452,0.751800056,0.250699904,0.27302358,turquoise
nup85,-0.433483508,0.049632698,-0.935127228,5.26E-10,0.479592553,0.027805815,0.965454234,1.49E-12,-0.002048112,0.992970026,-0.4138055,0.062213232,-0.007130105,0.975529748,0.214129138,0.351310076,turquoise
marveld2b,-0.494734151,0.022606017,-0.937348807,3.81E-10,0.521357188,0.015361919,0.965429864,1.50E-12,-0.1651872,0.474257231,-0.395751435,0.075760371,0.08758692,0.70578483,0.129331794,0.576341224,turquoise
g10700,-0.553795262,0.009197012,-0.935010716,5.35E-10,0.426722428,0.053711701,0.965428391,1.50E-12,-0.115563511,0.617900865,-0.415919254,0.060756342,0.104965101,0.650684727,0.160863552,0.486060833,turquoise
b3gat2,0.037883198,0.870494593,0.243463707,0.287564043,0.72923205,0.000176412,-0.061243516,0.791999528,0.17968093,0.435769435,0.592168976,0.004680204,0.31590359,0.163004849,0.376982581,0.092069825,grey
b3gat3,-0.448996642,0.041175638,0.227610074,0.321062768,-0.404448856,0.068982881,-0.343823365,0.126989434,0.185484759,0.420836171,0.392443367,0.078464964,0.552191376,0.00944441,0.101144417,0.662661171,grey
b3glcta,0.446198434,0.042611698,0.730625853,0.000168988,-0.381342096,0.088069476,-0.697862171,0.000435884,-0.267355027,0.241344152,0.113111062,0.625427941,-0.13639967,0.555489915,-0.420316909,0.057808572,blue
cdc6,-0.574667138,0.00643274,-0.9150853,6.27E-09,0.583611706,0.0054796,0.965349678,1.53E-12,-0.054617671,0.81410115,-0.27607034,0.225756781,0.197075437,0.391856222,0.275586236,0.22660485,turquoise
b3gnt2b_ChrAur1,-0.296898668,0.191228353,0.333604168,0.139440668,0.127198516,0.582700591,-0.300314057,0.185928284,-0.068144749,0.769141675,0.556456,0.008798309,0.616406682,0.002922737,0.151333117,0.512584659,blue
eef1akmt2,-0.489809645,0.024204022,-0.900300028,2.72E-08,0.575744672,0.006311143,0.965334896,1.54E-12,-0.109295851,0.637209028,-0.357333387,0.111776001,0.104393233,0.652472149,0.193663585,0.400268862,turquoise
ube4b,-0.556669138,0.008766994,-0.919347448,3.91E-09,0.500640815,0.020801493,0.965310328,1.55E-12,-0.244027284,0.286414689,-0.417207999,0.059880905,0.162109916,0.482643358,0.082497471,0.722208649,turquoise
serac1,-0.388324179,0.081932751,-0.927602958,1.45E-09,0.316489357,0.162183603,0.96530367,1.55E-12,-0.248159229,0.27807521,-0.628455418,0.00227998,-0.108395667,0.640001189,-0.029161141,0.900146347,turquoise
b3gnt9,0.46178511,0.035085067,0.925400813,1.91E-09,-0.573909978,0.006519335,-0.952347275,3.01E-11,-0.029039976,0.900559255,0.332129245,0.141306487,-0.080495778,0.728700997,-0.277319869,0.223577443,blue
g4026,-0.4299627,0.051725946,0.19476932,0.397531589,0.520425109,0.015578981,-0.179970964,0.435016586,0.443454762,0.044057212,0.91968349,3.77E-09,0.781658492,2.86E-05,0.633095441,0.002066409,brown
mrpl19,-0.376019339,0.09297149,-0.918622086,4.25E-09,0.495547197,0.022350472,0.96527301,1.57E-12,-0.197353456,0.391175081,-0.484616016,0.025985388,-0.052283672,0.821919993,0.06272875,0.787065653,turquoise
plk1,-0.592131664,0.004683467,-0.957507505,1.03E-11,0.439850917,0.046013293,0.965264707,1.57E-12,-0.024473789,0.916137145,-0.356540147,0.112630915,0.145333758,0.529628682,0.23811028,0.298624008,turquoise
cpeb1b,-0.547451821,0.010207474,-0.914059588,7.00E-09,0.556447462,0.008799566,0.965258567,1.57E-12,-0.148452598,0.520735231,-0.350175666,0.119662217,0.158349973,0.492989337,0.17531492,0.447185397,turquoise
zbtb11,-0.442491429,0.044573658,-0.923490432,2.41E-09,0.501441463,0.020566023,0.965255968,1.57E-12,-0.132652535,0.566502348,-0.449448038,0.040947546,0.021767513,0.925384149,0.133813139,0.563081194,turquoise
b4galt4,0.50877466,0.018507035,0.940913739,2.22E-10,-0.378568168,0.090599666,-0.90150455,2.43E-08,0.125525961,0.587707451,0.416770939,0.060176714,-0.085742114,0.711723983,-0.084396122,0.716067437,blue
aurkb,-0.561662693,0.008059042,-0.921936201,2.90E-09,0.547442053,0.010209097,0.96523415,1.58E-12,0.053675801,0.817254388,-0.285873,0.209031047,0.153958215,0.50521043,0.325967871,0.149291302,turquoise
stard14,-0.499475602,0.021148027,-0.901819963,2.36E-08,0.564296056,0.007705042,0.965169036,1.61E-12,-0.174522139,0.449274919,-0.375836398,0.093143469,0.119124458,0.607037016,0.120927731,0.601565618,turquoise
tmem30b,-0.548567625,0.010023452,-0.907566821,1.36E-08,0.561384309,0.008097233,0.96516096,1.61E-12,-0.041539128,0.858113103,-0.309023533,0.17286679,0.154609505,0.503388859,0.276139798,0.225635272,turquoise
timm17a,-0.43282284,0.050020432,-0.903131705,2.09E-08,0.489104787,0.024439917,0.965043066,1.66E-12,-0.117349359,0.612442761,-0.457141891,0.037208824,0.013361402,0.954160751,0.134896678,0.559895498,turquoise
b9d1,-0.445402367,0.043027263,-0.584074192,0.005433686,-0.064351598,0.781683597,0.494803051,0.022584271,0.381508142,0.087919696,-0.157621156,0.495007314,0.039387419,0.865396573,0.381128775,0.088262175,blue
e2f4,-0.601481241,0.00392277,-0.926960662,1.57E-09,0.497908903,0.02162122,0.965006715,1.68E-12,-0.140234587,0.544320022,-0.354232184,0.115145225,0.202754677,0.378073736,0.166167299,0.471601831,turquoise
babam1,-0.529747683,0.013515779,-0.926688915,1.63E-09,0.303078798,0.181711614,0.918088738,4.51E-09,-0.067492531,0.771294359,-0.445659768,0.042892552,0.047287939,0.838709412,0.122870087,0.595695214,blue
wdcp,-0.552847882,0.009342495,-0.922303646,2.78E-09,0.514306128,0.017066207,0.964938057,1.71E-12,-0.143768439,0.534118784,-0.35590246,0.113321607,0.152530227,0.509215449,0.154572016,0.503493626,turquoise
acot20_ChrAur1,-0.342185086,0.128930023,-0.911162464,9.49E-09,0.419761913,0.058174449,0.964929672,1.72E-12,-0.188491483,0.413209849,-0.565402216,0.007560204,-0.120430041,0.603073641,0.034883016,0.880677228,turquoise
g14959,-0.520670018,0.015521709,-0.933081729,7.01E-10,0.476631266,0.028925298,0.964925234,1.72E-12,-0.033562023,0.885166532,-0.385711753,0.084190401,0.100553061,0.664522047,0.255472312,0.26369146,turquoise
bach1a,0.308846265,0.173126179,0.50508788,0.019520441,-0.131879595,0.568785835,-0.393324569,0.077737574,-0.006444305,0.977882802,0.123039678,0.595183797,-0.117691554,0.611399149,-0.153573417,0.506288154,grey
bach1b,0.507289355,0.018910102,0.965591975,1.44E-12,-0.370398597,0.098363117,-0.937448734,3.76E-10,0.103888016,0.654052774,0.442505128,0.044566281,-0.0487595,0.833756515,-0.099140247,0.668975562,blue
bach2b,0.433991135,0.049336355,0.937977712,3.47E-10,-0.324364743,0.151419661,-0.90117782,2.51E-08,0.011213382,0.961524259,0.46345829,0.034343494,0.030509112,0.895554392,-0.13295749,0.565602535,blue
cdc45,-0.589432513,0.004924547,-0.925017562,2.00E-09,0.609230654,0.003372975,0.96486356,1.75E-12,0.018327732,0.937150677,-0.233202709,0.308988656,0.218082637,0.342272954,0.34111312,0.13021119,turquoise
prelid3b_ChrAur2,-0.462154708,0.034920188,-0.900670361,2.63E-08,0.451089964,0.040126152,0.96484298,1.76E-12,-0.073460908,0.751657597,-0.453076558,0.039149544,0.027211963,0.906791752,0.199265061,0.386509593,turquoise
bag2,0.554437878,0.00909939,0.938167273,3.38E-10,-0.48412375,0.026159484,-0.949860617,4.83E-11,0.133845291,0.562986551,0.382542626,0.086990803,-0.160175641,0.48795219,-0.16655341,0.470557804,blue
bag3,0.389163952,0.081216686,0.953142624,2.57E-11,-0.421988094,0.05671745,-0.956818015,1.20E-11,0.146257693,0.526986685,0.521220833,0.01539352,0.054329611,0.815065239,-0.101693403,0.660935334,blue
kgd4,-0.365546907,0.103198402,-0.90708681,1.43E-08,0.461229469,0.035334089,0.964818378,1.77E-12,-0.112461369,0.627428046,-0.496623659,0.022015685,-0.08555829,0.712316672,0.103005826,0.656816216,turquoise
stip1,-0.328025577,0.146590274,-0.915425561,6.05E-09,0.553137183,0.00929787,0.964815177,1.77E-12,-0.103181627,0.656265177,-0.471262897,0.03104528,-0.083267088,0.719717307,0.137101952,0.553436728,turquoise
mtrf1l,-0.474974663,0.02956691,-0.947214809,7.79E-11,0.359555711,0.109405928,0.964786434,1.78E-12,-0.131786679,0.569060608,-0.505040685,0.019533696,-0.003688975,0.987338241,0.083598591,0.718645032,turquoise
ncdn,-0.494521387,0.022673273,-0.890593048,6.32E-08,0.646592486,0.001538295,0.964735221,1.81E-12,-0.152255713,0.509987114,-0.314348457,0.1651991,0.146682047,0.525775319,0.198951545,0.387272617,turquoise
uqcrc1,-0.297154352,0.190828083,-0.879271046,1.54E-07,0.54518282,0.010590197,0.964729563,1.81E-12,-0.199238096,0.386575187,-0.511724952,0.017726873,-0.108136939,0.640804574,0.068454747,0.768119083,turquoise
bahcc1b_ChrAur1,0.511999221,0.017655711,0.950682636,4.14E-11,-0.319128865,0.158518584,-0.875632486,2.01E-07,-0.040246892,0.862485991,0.366475659,0.102259631,-0.070436808,0.761589658,-0.208074228,0.365416702,blue
bahcc1b_ChrAur2,0.484994042,0.025852319,0.90522071,1.71E-08,-0.306630171,0.17639145,-0.851706891,9.70E-07,-0.018371044,0.937002437,0.369671949,0.099076524,-0.054172075,0.815592595,-0.17919138,0.437041737,blue
bahd1_ChrAur1,0.377460289,0.091625054,0.910047002,1.06E-08,-0.34812282,0.121996025,-0.88517089,9.79E-08,0.042297575,0.855548393,0.461101393,0.035391684,0.051223261,0.825477766,-0.117281591,0.612649524,blue
g1834,-0.61272689,0.00314688,-0.955717351,1.52E-11,0.4636851,0.034243922,0.964628092,1.86E-12,0.003319368,0.988606767,-0.321195686,0.15568924,0.179477476,0.436297958,0.273132458,0.230935526,turquoise
cyb5b,-0.425822664,0.054273336,-0.907989703,1.31E-08,0.372415537,0.09640267,0.964626197,1.86E-12,-0.169384449,0.462938739,-0.539646822,0.011573286,-0.052632678,0.820749778,0.072469572,0.754909367,turquoise
armc7,-0.524621065,0.014620996,-0.909405592,1.13E-08,0.527255269,0.014044323,0.964606235,1.87E-12,-0.075613498,0.744610687,-0.359872943,0.109070604,0.111524604,0.630316346,0.213699,0.352301606,turquoise
g580,-0.473652597,0.030086968,-0.913372459,7.53E-09,0.470887103,0.031198142,0.964547109,1.90E-12,-0.06387988,0.783247035,-0.415927986,0.060750378,0.045647993,0.844235966,0.216752967,0.345297014,turquoise
baiap2l1b,-0.710214102,0.0003095,-0.517144673,0.016362698,0.718028789,0.000246986,0.526694648,0.014165483,0.071463102,0.758214866,0.368095046,0.10063772,0.703823882,0.000370262,0.470493996,0.03135868,grey
slc3a2a_ChrAur1,-0.347376801,0.122852185,-0.914216291,6.89E-09,0.375233175,0.093712207,0.964536568,1.90E-12,-0.163862349,0.477858633,-0.589059979,0.004958615,-0.131152065,0.570938854,0.062388416,0.78819554,turquoise
bambia,0.650286752,0.001415459,0.70799061,0.000329591,-0.456445448,0.037535845,-0.664085938,0.001027148,-0.302155908,0.183111856,-0.088249215,0.703656636,-0.436056873,0.048144449,-0.575645775,0.006322223,blue
insig2,-0.414253873,0.061902,-0.94562775,1.03E-10,0.31939005,0.15815908,0.96449122,1.93E-12,-0.163719636,0.478247394,-0.582777409,0.005563238,-0.078709756,0.734508976,0.040433127,0.861855533,turquoise
gpatch11,-0.502917861,0.02013741,-0.896107396,3.95E-08,0.629572494,0.002226942,0.96446824,1.94E-12,-0.105391885,0.649351979,-0.309006861,0.172891175,0.143974412,0.533526947,0.216174911,0.346616547,turquoise
mrpl14,-0.313926191,0.165798414,-0.885140678,9.81E-08,0.619462224,0.002746915,0.964455327,1.95E-12,-0.082085565,0.723543151,-0.422363482,0.056474536,-0.071998513,0.756455934,0.180173756,0.434490603,turquoise
bloc1s5,-0.370261079,0.09849784,-0.873415624,2.36E-07,0.565075063,0.007602806,0.964386211,1.98E-12,-0.151767704,0.511360301,-0.448514848,0.041420178,-0.029032136,0.900585972,0.140217709,0.544368959,turquoise
zfp64,-0.453318443,0.03903191,-0.907784223,1.33E-08,0.548825886,0.009981248,0.964354337,2.00E-12,-0.023099949,0.920830153,-0.356966702,0.11217061,0.038977459,0.866785484,0.255841508,0.262978054,turquoise
gosr2,-0.316866832,0.161655905,-0.900739672,2.61E-08,0.4733789,0.030195527,0.964345471,2.00E-12,-0.059110031,0.799100228,-0.507223857,0.018928037,-0.131574823,0.569687329,0.160247227,0.487755199,turquoise
haus6,-0.572467996,0.006686911,-0.920251621,3.53E-09,0.627461967,0.002328036,0.964342618,2.00E-12,-0.081539296,0.725314158,-0.272811609,0.231505756,0.219487835,0.339094087,0.255479921,0.263676745,turquoise
g2410,-0.382272031,0.087233072,-0.908427097,1.25E-08,0.633659696,0.002041624,0.964318839,2.02E-12,-0.143483865,0.534936972,-0.383325627,0.086292573,0.017228257,0.940914448,0.160842132,0.48611967,turquoise
baz1b,-0.536486932,0.012166909,0.156783962,0.49733036,0.055826425,0.81005848,-0.242771011,0.288980632,0.245708425,0.283003138,0.634971013,0.001984989,0.775885096,3.57E-05,0.325413,0.150025579,yellow
baz2a,-0.483092726,0.026527116,-0.265760427,0.244269516,-0.367218779,0.101512999,0.178155462,0.439740469,-0.35692061,0.112220283,-0.290226497,0.20187464,0.274703889,0.228155933,-0.329271351,0.1449718,grey
baz2ba_ChrAur1,0.557886289,0.008589909,0.992297191,1.06E-18,-0.38770679,0.082462182,-0.959092313,7.24E-12,0.0736631,0.750994863,0.425295691,0.054604355,-0.103620713,0.654889635,-0.18016241,0.434520024,blue
pdcd4b,-0.579221112,0.005931695,-0.925731494,1.83E-09,0.437945453,0.047074302,0.964287047,2.03E-12,-0.157112838,0.49641716,-0.399332581,0.072911882,0.14566494,0.528680956,0.123300708,0.594397001,turquoise
snapc2,-0.562522008,0.007942087,-0.924929735,2.02E-09,0.635824518,0.001948842,0.964201893,2.08E-12,-0.047725421,0.837236341,-0.25978964,0.255425534,0.205454545,0.371619148,0.274536975,0.228450133,turquoise
bbip1,-0.312868782,0.167305755,-0.521165627,0.015406329,-0.060756459,0.793619186,0.457512197,0.037035853,0.224103384,0.328775721,-0.250198956,0.274015022,-0.026369288,0.909666597,0.228108393,0.319975603,blue
bub1ba,-0.505395631,0.019434183,-0.891851661,5.69E-08,0.506043958,0.019253467,0.964084223,2.14E-12,-0.081410178,0.725732957,-0.371614028,0.097178263,0.087918817,0.704718059,0.213300278,0.353222168,turquoise
bbof1a,-0.649843464,0.001429747,-0.48619089,0.02543458,0.614302767,0.003049193,0.466701035,0.032941298,0.349815552,0.120069278,0.391479952,0.079266022,0.644758908,0.001602528,0.623840655,0.002510472,grey
bbox1,-0.067929035,0.769853473,-0.030419954,0.895858016,0.167638505,0.467630043,0.140589318,0.543292014,-0.011468566,0.960649307,-0.001561341,0.994640802,0.053816984,0.816781555,0.017554044,0.93979907,grey
foxh1,-0.469738065,0.031669217,-0.938303455,3.31E-10,0.500112061,0.020958177,0.964069862,2.15E-12,-0.156937399,0.496904204,-0.447505549,0.041936117,0.057839194,0.803337152,0.125073878,0.58906391,turquoise
c24h18orf63,-0.152572255,0.509097357,0.551645368,0.009529863,0.086920571,0.70792819,-0.575147504,0.006378295,0.643816816,0.001636401,0.919625621,3.79E-09,0.560808506,0.008176697,0.628862151,0.002260547,brown
aurka,-0.569423798,0.00705236,-0.910740896,9.91E-09,0.575661885,0.006320417,0.964063668,2.16E-12,-0.022208966,0.923875099,-0.278193349,0.222062216,0.184788209,0.422613672,0.299818655,0.186690808,turquoise
bbs2,-0.573237401,0.00659706,-0.273427288,0.230412345,-0.005022259,0.982762546,0.201940362,0.380032893,0.745864971,0.000103785,0.336374938,0.135982774,0.410236135,0.064733414,0.773290082,3.94E-05,grey
nlrb5_ChrAur5,-0.501612832,0.020515902,-0.929693928,1.11E-09,0.402249874,0.070651512,0.964053861,2.16E-12,-0.113023112,0.625698551,-0.465844628,0.033307167,0.03371672,0.884640629,0.1423354,0.538244855,turquoise
nkapd1,-0.371099457,0.097678603,-0.935281555,5.15E-10,0.372676719,0.096150918,0.964033022,2.17E-12,-0.121091182,0.601070697,-0.564602755,0.007664657,-0.110599643,0.633173355,0.088566818,0.702636816,turquoise
cdt1,-0.579673567,0.005883727,-0.913545774,7.40E-09,0.612629067,0.003153029,0.963927068,2.23E-12,-0.050541665,0.827766327,-0.259044265,0.256840669,0.215510611,0.348136584,0.29360215,0.196439881,turquoise
bbs9,-0.396555035,0.075114041,0.060679639,0.793874717,-0.045260689,0.845542202,-0.116069842,0.616351375,0.788930472,2.14E-05,0.547700446,0.010166233,0.421213313,0.057221334,0.758368795,6.78E-05,grey
bcam,0.429546731,0.051977663,0.95844599,8.38E-12,-0.336381903,0.135974159,-0.905700719,1.64E-08,0.119354503,0.606337889,0.494532815,0.022669656,0.011323412,0.961146993,-0.088631733,0.702428433,blue
ngs_ChrAur1,-0.158916025,0.491424828,0.485263897,0.025757659,0.221325555,0.334963117,-0.543224438,0.010929863,0.405057525,0.068526306,0.918577376,4.27E-09,0.635532547,0.001961145,0.436756167,0.047746035,brown
polr3k,-0.44790172,0.041733009,-0.883436287,1.12E-07,0.691493463,0.00051673,0.963844098,2.28E-12,-0.048763554,0.83374288,-0.28219538,0.215206358,0.108634015,0.639261432,0.276880009,0.224343033,turquoise
lto1,-0.437906287,0.047096307,-0.907089056,1.43E-08,0.370809322,0.097961546,0.963805257,2.31E-12,-0.171823119,0.456426673,-0.536271472,0.01220827,-0.030044886,0.897135454,0.075164673,0.7460784,turquoise
LOC119012925,-0.5292775,0.013614233,-0.916883158,5.16E-09,0.615190684,0.002995278,0.963796458,2.31E-12,-0.014808604,0.949201672,-0.292265848,0.198579412,0.162487079,0.481611563,0.30421329,0.180000339,turquoise
trmt9b,-0.415929417,0.0607494,-0.926522826,1.66E-09,0.371786881,0.097010613,0.963655741,2.40E-12,-0.09863746,0.670563057,-0.529784922,0.013508006,-0.068808311,0.766953227,0.10378769,0.654366823,turquoise
bcas3,0.032857892,0.887560866,-0.157930879,0.494149246,-0.130270149,0.573553519,0.226634646,0.32319723,-0.32592131,0.149352822,-0.459422612,0.036153447,-0.236809024,0.301351198,-0.27880434,0.221006353,grey
bcat2,0.154403874,0.503963637,0.108132834,0.640817322,-0.431306462,0.05091918,-0.179803276,0.435451775,0.104357033,0.652585355,-0.106233729,0.646726113,-0.260195142,0.25465776,-0.138012859,0.550778704,grey
ubl7a,-0.363033851,0.105770087,-0.880649112,1.39E-07,0.627423177,0.00232993,0.963558335,2.46E-12,-0.070555481,0.761199209,-0.381172203,0.08822292,-0.005268038,0.981919109,0.212020083,0.356187288,turquoise
mrpl24,-0.375244868,0.093701158,-0.896400233,3.85E-08,0.605314818,0.003642142,0.96355728,2.46E-12,0.008738818,0.970010875,-0.366069449,0.102669452,-0.008417843,0.971111917,0.265784098,0.244225924,turquoise
tmem53,-0.514529087,0.017010082,-0.952024755,3.20E-11,0.352088424,0.117516727,0.963544531,2.47E-12,-0.088892569,0.701591342,-0.470515926,0.031349707,0.032704354,0.888083085,0.142821557,0.536843445,turquoise
cdca3,-0.564550252,0.007671558,-0.910330554,1.03E-08,0.648395567,0.001477264,0.963529297,2.48E-12,-0.023322187,0.920070819,-0.236204475,0.302623386,0.215658183,0.347798577,0.309632563,0.171977658,turquoise
lama1,-0.460166903,0.035814151,-0.920698389,3.35E-09,0.426438071,0.053888714,0.963453886,2.52E-12,-0.176049629,0.445253474,-0.508018597,0.018711337,0.025935272,0.911147699,0.088858215,0.701701573,turquoise
abcf3,-0.435088858,0.048700186,-0.885726828,9.37E-08,0.597303386,0.004248871,0.963424365,2.54E-12,-0.186440996,0.418402561,-0.391515117,0.079236677,0.066200369,0.775563979,0.116155768,0.616088576,turquoise
bcl11aa,0.513736762,0.017210208,0.645197503,0.001586961,-0.255955737,0.262757574,-0.603678882,0.003759777,0.320951271,0.15602198,0.283642404,0.212762338,-0.262989566,0.249406939,0.077803962,0.737459897,blue
atl2_ChrAur1,-0.598858189,0.004124975,-0.949397994,5.26E-11,0.339333469,0.132358136,0.963396278,2.56E-12,-0.146408529,0.526555955,-0.467668629,0.032531734,0.127443706,0.581968145,0.117181371,0.61295535,turquoise
slc51a,-0.539260257,0.011644615,-0.926012359,1.77E-09,0.626637222,0.002368575,0.963286406,2.63E-12,-0.026229081,0.910145029,-0.264022153,0.24748439,0.173366007,0.452331217,0.292667048,0.197935422,turquoise
ube2s,-0.525582155,0.014408419,-0.905419716,1.68E-08,0.48866022,0.024589638,0.963275433,2.64E-12,-0.047207869,0.838979079,-0.361116172,0.107763664,0.101292616,0.662195119,0.227989207,0.320235425,turquoise
bcl2b,0.517117274,0.016369375,0.936775514,4.15E-10,-0.442701535,0.044460622,-0.925331612,1.93E-09,-0.066389028,0.774940213,0.327218315,0.147645795,-0.101733868,0.66080819,-0.287117939,0.206967589,blue
